Unnamed: 0,Unnamed: 1,Q105_1,Q105_2,Q105_3,Q105_4,Q105_5,Q105_6,Q105_7,Q105_8,Q105_9,Q105_10,Q105_11,Q105_12,Q105_13,Q105_14,Q105_15,Q105_16,Q105_17,Q105_18,Q105_19,Q105_20,Q105_21,Q105_22,Q105_23,Q105_24,Q105_25,Q105_26,Q105_27,Q105_28,Q105_29,Q105_30,Q105_31,Q105_32,Q105_33,Q105_34,MAx1,Max2,Max3,Scenario 1 ,Unnamed: 40,Scenario 2 ,Unnamed: 42,Scenario 3 ,Unnamed: 44,Scenario 4,Unnamed: 46,Scenario 5 ,Unnamed: 48
"LWDMI Choice_June 13, 2024_13.108",105,5,6,5,6,5,6,5,6,5,6,5,5,6,5,6,5,6,5,6,6,5,1,6,5,6,5,6,5,5,6,5,6,5,6,55.0,61.0,66.0,10.0,10.0,10.0,0.0,2.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.109",106,6,5,5,5,6,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,3,5,6,5,3,6,4,1,4,5,5,4,52.0,16.0,51.0,4.0,8.0,10.0,10.0,4.0,4.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.110",107,4,5,6,6,5,4,5,6,5,4,5,6,4,5,6,5,5,4,5,6,5,4,5,6,6,5,4,5,6,5,4,5,5,6,50.0,60.0,62.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.111",108,6,5,5,6,5,6,5,6,4,5,1,1,4,5,6,2,4,3,2,1,4,3,5,6,6,6,6,5,6,5,5,5,6,6,53.0,36.0,67.0,10.0,10.0,10.0,3.0,0.0,0.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.112",109,6,5,6,5,6,5,1,5,6,1,5,6,4,5,6,4,5,1,4,5,6,5,1,4,5,5,6,5,4,5,6,5,5,6,46.0,56.0,57.0,1.0,9.0,10.0,9.0,9.0,2.0,10.0,0.0,1.0,10.0
"LWDMI Choice_June 13, 2024_13.115",112,3,4,4,5,4,3,4,5,6,5,4,4,3,3,4,5,5,5,3,2,3,4,5,5,4,4,3,4,4,4,5,5,4,3,43.0,45.0,50.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0
"LWDMI Choice_June 13, 2024_13.116",113,5,6,6,6,6,5,1,6,5,3,1,5,3,1,1,1,2,1,2,1,3,5,6,6,6,6,6,6,5,6,6,6,5,6,49.0,26.0,70.0,10.0,7.0,6.0,4.0,9.0,0.0,10.0,0.0,9.0,4.0
"LWDMI Choice_June 13, 2024_13.117",114,5,4,6,5,4,6,5,6,4,5,6,5,4,6,5,4,6,5,4,6,5,6,4,5,6,5,6,4,5,6,5,6,5,6,50.0,62.0,63.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,4.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.119",116,6,5,5,6,5,6,5,6,5,6,6,5,5,6,6,4,6,5,5,6,5,6,6,5,6,4,6,5,6,5,6,4,6,5,55.0,65.0,64.0,9.0,8.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.120",117,5,4,5,6,5,4,5,6,5,6,5,4,5,6,5,6,5,4,5,6,5,4,5,6,5,6,4,5,4,5,6,5,4,5,51.0,60.0,60.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.121",118,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,45.0,54.0,54.0,7.0,9.0,9.0,8.0,7.0,3.0,9.0,8.0,8.0,3.0
"LWDMI Choice_June 13, 2024_13.122",119,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,5,6,6,5,6,6,5,6,5,6,5,6,5,6,5,6,5,5,6,51.0,64.0,66.0,9.0,9.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.123",120,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,6,4,5,4,5,4,5,5,5,3,5,45.0,54.0,55.0,7.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,7.0
"LWDMI Choice_June 13, 2024_13.124",121,4,6,5,6,6,4,5,6,2,3,4,6,5,4,6,6,4,5,6,5,4,6,5,5,6,4,3,6,5,6,4,4,5,6,47.0,61.0,59.0,8.0,9.0,7.0,9.0,9.0,3.0,9.0,8.0,8.0,10.0
"LWDMI Choice_June 13, 2024_13.125",122,5,4,4,5,6,5,4,4,5,6,5,5,4,5,5,4,4,5,4,4,5,6,3,3,5,4,5,3,5,4,5,5,6,4,48.0,56.0,52.0,1.0,10.0,9.0,2.0,9.0,9.0,8.0,2.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.126",123,6,6,6,6,6,6,2,5,4,5,4,1,2,1,5,5,2,4,1,6,2,1,2,5,6,6,6,5,5,6,6,6,2,6,52.0,34.0,61.0,0.0,10.0,10.0,8.0,9.0,1.0,10.0,8.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.127",124,5,5,5,4,6,6,6,6,5,5,1,1,2,2,2,2,2,4,2,2,2,5,5,3,4,5,5,5,4,4,5,6,4,5,53.0,27.0,55.0,9.0,8.0,9.0,2.0,0.0,0.0,9.0,6.0,8.0,7.0
"LWDMI Choice_June 13, 2024_13.128",125,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,6,5,6,5,6,5,5,6,5,6,5,6,5,6,5,55.0,67.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.129",126,6,6,2,3,4,5,5,2,3,5,2,2,2,5,2,4,2,2,2,2,3,5,5,2,5,5,6,5,5,3,5,5,6,5,41.0,33.0,57.0,7.0,10.0,10.0,0.0,9.0,3.0,7.0,0.0,0.0,4.0
"LWDMI Choice_June 13, 2024_13.130",127,5,6,6,5,6,6,6,5,6,6,2,1,2,2,1,2,2,1,3,3,2,6,4,3,4,4,2,5,3,2,5,6,5,4,57.0,27.0,47.0,10.0,9.0,10.0,2.0,0.0,0.0,10.0,0.0,6.0,0.0
"LWDMI Choice_June 13, 2024_13.132",129,6,6,6,6,6,6,2,6,2,6,1,4,5,2,2,2,3,4,3,2,6,2,6,6,6,6,6,6,6,6,6,6,6,6,52.0,36.0,72.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,5.0,5.0,10.0
"LWDMI Choice_June 13, 2024_13.134",131,5,6,4,5,3,4,4,6,4,5,5,3,5,6,6,3,1,3,5,4,6,1,4,3,5,5,4,6,5,3,5,4,6,6,46.0,48.0,56.0,9.0,9.0,10.0,7.0,2.0,10.0,10.0,10.0,7.0,10.0
"LWDMI Choice_June 13, 2024_13.135",132,5,5,5,2,5,5,4,5,2,5,2,5,6,3,4,3,4,3,4,2,4,3,5,3,4,4,5,5,5,5,5,4,5,5,43.0,43.0,55.0,9.0,7.0,4.0,6.0,6.0,5.0,7.0,2.0,8.0,6.0
"LWDMI Choice_June 13, 2024_13.136",133,4,6,5,2,5,5,2,5,5,5,5,5,5,3,6,5,2,5,5,3,5,5,6,3,5,5,2,6,5,3,5,5,5,5,44.0,54.0,55.0,9.0,8.0,8.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.137",134,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,55.0,66.0,66.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.138",135,5,6,6,5,6,6,3,6,4,5,2,4,2,2,2,3,3,3,4,3,3,3,5,6,6,6,6,6,6,6,6,6,6,6,52.0,34.0,71.0,9.0,9.0,9.0,8.0,2.0,1.0,8.0,7.0,1.0,1.0
"LWDMI Choice_June 13, 2024_13.139",136,5,4,5,6,5,4,5,6,5,5,6,5,5,6,5,4,5,6,5,5,5,4,5,6,5,5,5,6,5,4,5,5,6,6,50.0,61.0,63.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.140",137,4,3,4,5,5,4,5,5,4,4,5,4,5,5,4,5,5,4,5,4,5,5,4,4,5,4,5,5,4,5,5,4,5,4,43.0,56.0,54.0,4.0,6.0,6.0,4.0,7.0,7.0,6.0,5.0,5.0,5.0
"LWDMI Choice_June 13, 2024_13.142",139,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,6,5,5,6,5,6,5,6,5,6,5,6,5,6,55.0,66.0,66.0,6.0,10.0,10.0,10.0,8.0,9.0,10.0,9.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.143",140,6,4,6,5,6,6,6,6,2,5,1,6,6,3,2,2,4,3,5,2,5,1,6,4,6,6,6,6,5,6,6,6,6,6,52.0,40.0,69.0,7.0,5.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.144",141,5,4,3,2,1,2,3,4,5,6,5,4,3,2,1,2,3,4,5,6,5,4,3,2,1,2,3,4,5,6,5,4,3,2,35.0,44.0,40.0,7.0,7.0,7.0,6.0,6.0,3.0,8.0,4.0,4.0,6.0
"LWDMI Choice_June 13, 2024_13.145",142,5,6,6,5,6,4,5,6,5,6,1,2,2,2,1,2,1,3,4,1,2,4,5,4,4,5,4,5,2,4,5,5,5,6,54.0,25.0,54.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.146",143,5,6,6,5,6,6,6,6,5,5,6,6,6,6,5,6,5,6,5,6,6,6,5,6,5,6,6,5,6,6,5,5,6,5,56.0,69.0,66.0,9.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.147",144,5,6,6,5,5,5,4,6,4,6,3,5,3,5,4,4,4,3,4,5,5,3,6,5,5,5,5,5,4,5,5,6,6,5,52.0,48.0,62.0,10.0,6.0,10.0,0.0,3.0,4.0,10.0,3.0,8.0,3.0
"LWDMI Choice_June 13, 2024_13.148",145,4,4,5,6,4,4,5,6,4,6,4,2,3,2,3,4,5,5,4,5,5,2,4,5,4,4,6,5,5,6,4,4,5,5,48.0,44.0,57.0,8.0,2.0,8.0,3.0,1.0,3.0,8.0,8.0,8.0,7.0
"LWDMI Choice_June 13, 2024_13.149",146,6,5,6,3,5,5,4,5,2,6,2,4,5,2,3,3,4,3,5,3,5,3,5,5,5,5,4,5,4,4,6,6,5,5,47.0,42.0,59.0,8.0,8.0,8.0,5.0,0.0,3.0,10.0,1.0,8.0,2.0
"LWDMI Choice_June 13, 2024_13.150",147,5,5,5,5,4,5,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,5,5,5,5,5,5,48.0,54.0,58.0,8.0,7.0,8.0,7.0,8.0,9.0,8.0,8.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.151",148,5,6,5,5,6,5,6,6,6,5,6,6,6,6,5,6,4,4,5,4,6,6,4,6,5,6,6,6,6,6,5,5,3,5,55.0,64.0,63.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0
"LWDMI Choice_June 13, 2024_13.152",149,1,2,3,3,2,2,3,4,3,2,3,3,4,3,2,3,1,2,1,2,3,3,2,4,3,2,1,2,3,3,3,2,1,2,25.0,30.0,28.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.153",150,5,3,4,5,5,4,5,5,5,4,4,5,5,4,5,5,4,5,4,5,5,4,4,5,5,4,4,4,5,5,5,5,4,5,45.0,55.0,55.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.154",151,4,5,6,5,6,4,5,5,6,4,5,5,4,6,5,4,5,6,5,4,5,6,5,4,5,6,4,5,5,6,5,6,5,6,50.0,60.0,62.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.155",152,5,6,6,5,5,6,6,6,6,6,4,5,6,3,3,6,6,5,6,4,4,3,6,3,3,2,4,6,6,3,6,6,6,6,57.0,55.0,57.0,9.0,10.0,10.0,0.0,0.0,1.0,10.0,1.0,0.0,2.0
"LWDMI Choice_June 13, 2024_13.156",153,4,6,5,5,6,6,6,5,5,5,5,5,5,6,5,6,5,6,5,5,5,6,6,5,6,5,6,5,5,6,6,5,6,4,53.0,64.0,65.0,8.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.157",154,5,6,4,5,6,5,6,5,6,5,6,4,5,6,5,6,4,5,6,5,4,6,6,5,4,5,6,4,6,5,4,6,5,6,53.0,62.0,62.0,9.0,4.0,7.0,7.0,6.0,5.0,10.0,8.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.158",155,4,6,5,4,6,5,3,6,5,4,6,5,3,4,6,5,4,6,5,4,3,5,6,5,4,3,5,6,4,3,5,6,5,3,48.0,56.0,55.0,9.0,9.0,10.0,9.0,8.0,6.0,1.0,0.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.160",157,5,6,5,6,5,6,5,6,5,5,6,5,5,6,5,5,6,5,6,5,5,5,6,5,6,5,6,5,6,5,6,5,6,5,54.0,64.0,66.0,9.0,8.0,9.0,9.0,3.0,9.0,9.0,8.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.161",158,5,3,3,5,3,5,4,3,3,5,2,4,6,3,2,5,5,4,3,3,5,3,5,3,5,4,3,3,4,3,6,4,3,4,39.0,45.0,47.0,7.0,8.0,8.0,9.0,8.0,9.0,7.0,7.0,7.0,8.0
"LWDMI Choice_June 13, 2024_13.165",162,6,5,6,4,6,5,5,6,4,5,5,6,6,6,4,6,4,6,5,6,4,6,6,5,4,6,5,4,6,6,5,6,5,5,52.0,64.0,63.0,7.0,7.0,8.0,7.0,8.0,9.0,9.0,8.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.166",163,3,5,4,5,3,4,2,5,3,4,3,5,4,5,2,5,4,3,5,3,5,6,4,3,5,2,3,6,5,4,3,5,3,5,38.0,50.0,48.0,10.0,8.0,4.0,8.0,8.0,8.0,10.0,6.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.169",166,5,6,3,4,5,4,4,6,4,5,6,1,4,3,2,1,4,5,5,4,6,2,4,6,5,6,4,5,5,4,3,4,5,5,46.0,43.0,56.0,1.0,10.0,1.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.170",167,4,5,6,5,4,4,3,4,5,4,3,4,5,6,5,4,3,4,5,6,5,4,4,5,4,3,4,5,4,5,6,5,4,5,44.0,54.0,54.0,8.0,6.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.171",168,5,5,5,4,4,6,4,4,5,5,4,3,5,4,5,6,6,3,5,5,3,3,4,6,5,3,5,4,6,5,5,3,5,5,47.0,52.0,56.0,9.0,10.0,10.0,10.0,1.0,9.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.172",169,5,3,4,6,4,2,3,6,5,5,3,5,3,3,5,3,4,5,5,4,3,5,4,4,3,4,5,6,5,4,3,2,1,2,43.0,48.0,43.0,6.0,3.0,7.0,7.0,7.0,7.0,7.0,4.0,9.0,7.0
"LWDMI Choice_June 13, 2024_13.173",170,5,4,3,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,4,5,5,4,5,5,4,4,5,3,5,3,43.0,53.0,52.0,9.0,10.0,10.0,8.0,9.0,10.0,9.0,9.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.174",171,5,6,5,4,5,5,6,5,6,5,6,5,5,6,5,5,6,5,5,6,5,6,5,5,4,5,6,5,5,6,5,6,6,5,52.0,65.0,63.0,10.0,9.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.175",172,4,6,5,5,3,5,4,6,4,5,5,4,6,5,5,4,6,4,5,6,4,5,4,6,3,5,4,6,4,5,4,6,3,5,47.0,59.0,55.0,8.0,7.0,7.0,7.0,7.0,3.0,8.0,8.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.176",173,5,4,3,6,4,5,3,6,5,6,6,4,4,6,5,4,5,6,4,6,6,3,5,4,4,6,5,4,6,5,3,4,6,5,47.0,59.0,57.0,8.0,10.0,10.0,10.0,0.0,0.0,10.0,9.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.177",174,4,5,3,4,5,5,4,3,4,4,5,5,4,4,3,4,4,5,4,3,4,4,4,3,5,4,4,5,3,4,5,4,4,3,41.0,49.0,48.0,4.0,7.0,6.0,7.0,7.0,4.0,6.0,6.0,4.0,7.0
"LWDMI Choice_June 13, 2024_13.178",175,6,6,2,5,2,1,2,2,1,5,5,6,5,2,5,4,3,1,6,2,4,1,1,6,6,6,6,6,6,6,4,6,6,6,32.0,44.0,65.0,9.0,9.0,8.0,8.0,2.0,0.0,6.0,0.0,1.0,3.0
"LWDMI Choice_June 13, 2024_13.179",176,5,5,4,6,3,2,3,4,3,5,4,4,5,3,3,3,6,3,3,5,5,6,5,6,4,5,5,4,2,3,5,5,5,3,40.0,50.0,52.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,10.0,8.0
"LWDMI Choice_June 13, 2024_13.180",177,6,2,4,4,3,2,4,2,3,2,1,2,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,5,6,5,5,6,5,6,32.0,61.0,68.0,9.0,9.0,7.0,7.0,9.0,7.0,7.0,8.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.181",178,5,6,5,6,5,6,5,5,6,4,5,6,5,5,4,5,6,4,5,6,5,6,5,5,4,5,6,6,5,5,6,5,4,5,53.0,62.0,61.0,10.0,2.0,2.0,9.0,10.0,5.0,5.0,0.0,8.0,5.0
"LWDMI Choice_June 13, 2024_13.182",179,5,3,4,5,2,4,2,3,5,2,4,3,2,4,2,4,3,5,3,5,2,4,2,5,2,4,5,2,4,5,2,4,2,4,35.0,41.0,41.0,7.0,9.0,3.0,3.0,8.0,7.0,3.0,8.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.183",180,5,5,5,5,5,5,6,6,3,3,2,5,5,5,2,2,5,2,4,3,2,3,5,5,4,5,4,5,4,3,5,5,5,5,48.0,40.0,55.0,8.0,5.0,1.0,9.0,1.0,1.0,8.0,2.0,2.0,0.0
"LWDMI Choice_June 13, 2024_13.184",181,5,6,5,4,5,6,5,6,4,5,3,5,5,3,4,3,4,4,5,5,4,2,5,5,5,5,6,5,5,3,5,5,5,4,51.0,47.0,58.0,8.0,7.0,9.0,6.0,2.0,7.0,8.0,2.0,8.0,1.0
"LWDMI Choice_June 13, 2024_13.186",183,5,6,4,5,6,5,6,5,5,6,4,5,4,5,6,5,6,5,6,6,5,6,5,4,5,6,5,6,5,5,6,4,5,6,53.0,63.0,62.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.187",184,5,6,5,6,6,5,6,6,5,6,5,6,5,5,6,5,5,5,6,5,3,5,6,5,5,6,5,5,5,6,5,6,5,6,56.0,61.0,65.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0
"LWDMI Choice_June 13, 2024_13.188",185,5,6,5,6,5,5,5,6,5,6,5,5,6,5,6,6,4,6,6,5,5,5,6,5,6,5,5,5,5,5,5,5,6,5,54.0,64.0,63.0,7.0,7.0,8.0,4.0,7.0,7.0,6.0,5.0,8.0,7.0
"LWDMI Choice_June 13, 2024_13.189",186,5,6,5,6,5,4,5,6,5,6,5,6,5,6,5,4,5,6,5,6,5,4,5,6,5,6,5,4,5,6,5,6,5,5,53.0,62.0,63.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.190",187,5,6,6,5,5,5,6,4,6,6,5,6,6,5,6,4,6,6,5,5,5,6,4,6,6,6,5,6,5,6,5,5,6,4,54.0,65.0,64.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,8.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.191",188,5,5,4,3,3,5,4,4,3,5,5,5,6,5,6,5,4,5,6,5,5,4,4,6,6,6,5,4,5,6,4,6,5,4,41.0,61.0,61.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.192",189,3,4,4,3,4,3,3,3,2,4,3,3,4,3,3,2,4,3,3,4,3,3,4,3,3,4,3,3,4,5,3,4,4,4,33.0,38.0,44.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.193",190,6,5,5,6,6,5,6,5,6,6,6,5,6,4,5,6,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,6,56.0,65.0,67.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0
"LWDMI Choice_June 13, 2024_13.194",191,5,6,5,6,5,6,5,6,5,4,5,6,5,6,5,6,5,4,6,5,6,5,4,5,6,5,6,5,4,5,6,5,6,5,53.0,64.0,62.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.195",192,4,6,5,6,5,6,6,5,6,5,6,5,6,6,5,6,6,5,6,6,5,6,5,6,6,5,6,6,5,6,6,2,6,6,54.0,68.0,65.0,8.0,7.0,10.0,9.0,8.0,6.0,8.0,7.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.196",193,5,4,5,4,6,5,4,5,5,6,4,3,5,5,4,6,5,3,5,4,6,4,5,4,6,4,5,4,5,4,6,3,5,4,49.0,54.0,55.0,7.0,8.0,7.0,7.0,8.0,2.0,10.0,9.0,7.0,8.0
"LWDMI Choice_June 13, 2024_13.197",194,5,6,6,6,6,6,6,6,6,5,6,5,6,5,6,6,6,5,6,5,5,6,5,6,5,6,5,5,6,5,6,5,6,5,58.0,67.0,65.0,9.0,5.0,10.0,5.0,10.0,5.0,10.0,9.0,9.0,5.0
"LWDMI Choice_June 13, 2024_13.199",196,5,6,5,6,5,5,6,5,1,6,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,4,5,6,5,5,4,5,5,4,50.0,55.0,56.0,8.0,7.0,10.0,8.0,9.0,9.0,9.0,8.0,10.0,9.0
"LWDMI Choice_June 13, 2024_13.200",197,5,6,4,5,6,6,6,6,5,4,1,2,3,4,3,3,2,3,4,4,2,3,5,5,4,4,5,5,4,6,5,6,5,5,53.0,34.0,59.0,8.0,8.0,8.0,2.0,0.0,0.0,10.0,1.0,1.0,9.0
"LWDMI Choice_June 13, 2024_13.201",198,5,4,5,5,6,5,2,5,5,3,4,5,2,4,5,5,2,5,5,6,5,2,2,5,5,6,5,2,5,1,5,6,2,2,45.0,50.0,46.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.203",200,5,4,4,6,5,5,4,5,6,4,1,2,3,3,2,1,3,2,5,4,5,2,3,2,4,5,4,6,4,4,5,6,4,4,48.0,33.0,51.0,8.0,3.0,8.0,2.0,2.0,2.0,8.0,7.0,3.0,3.0
"LWDMI Choice_June 13, 2024_13.204",201,5,4,5,3,5,4,5,6,6,4,5,4,3,5,4,6,3,5,4,6,5,4,2,5,4,5,5,4,3,6,5,4,3,5,47.0,54.0,51.0,9.0,9.0,8.0,9.0,2.0,1.0,9.0,9.0,10.0,9.0
"LWDMI Choice_June 13, 2024_13.206",203,2,3,1,3,5,4,3,4,3,3,3,2,1,4,1,3,3,4,1,2,4,3,2,2,5,3,1,5,5,2,4,4,2,4,31.0,31.0,39.0,7.0,6.0,6.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.207",204,5,5,3,3,4,4,5,3,3,2,4,4,5,4,4,3,4,4,4,5,5,4,4,2,2,3,5,5,5,4,4,3,4,5,37.0,50.0,46.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.208",205,5,4,4,6,5,4,4,5,5,4,4,5,5,5,4,5,5,4,5,5,4,5,5,5,5,4,5,5,4,5,5,5,4,5,46.0,56.0,57.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0
"LWDMI Choice_June 13, 2024_13.210",207,5,6,6,5,4,6,5,5,3,6,1,1,1,1,4,3,2,2,3,2,1,5,2,1,1,4,1,1,1,1,3,4,3,3,51.0,26.0,25.0,10.0,9.0,8.0,1.0,0.0,0.0,10.0,5.0,9.0,7.0
"LWDMI Choice_June 13, 2024_13.211",208,4,5,6,6,4,5,5,6,5,6,6,4,5,6,4,5,6,5,4,5,6,4,5,6,4,5,6,5,6,4,5,4,4,5,52.0,60.0,59.0,10.0,9.0,10.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.212",209,4,3,5,4,5,3,5,4,4,3,5,4,5,3,5,4,3,5,3,4,6,4,5,3,5,4,4,3,5,4,5,2,4,5,40.0,51.0,49.0,4.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.213",210,2,6,5,4,3,4,5,6,5,4,4,5,6,5,4,5,6,4,5,6,5,4,6,5,4,6,5,6,5,6,5,6,5,4,44.0,59.0,63.0,7.0,4.0,6.0,6.0,4.0,6.0,5.0,9.0,2.0,9.0
"LWDMI Choice_June 13, 2024_13.215",212,5,4,5,4,5,4,5,4,3,3,4,3,4,3,3,5,3,5,2,4,3,2,2,4,5,4,4,3,4,5,4,5,3,4,42.0,41.0,47.0,8.0,8.0,3.0,8.0,3.0,3.0,8.0,7.0,8.0,7.0
"LWDMI Choice_June 13, 2024_13.216",213,3,4,2,3,3,4,3,5,2,4,3,4,5,3,4,5,3,5,3,2,4,4,3,4,3,4,3,4,3,4,3,3,5,4,33.0,45.0,43.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0
"LWDMI Choice_June 13, 2024_13.217",214,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,2,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,55.0,63.0,66.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.218",215,4,5,6,5,5,6,5,4,5,6,5,4,4,5,6,5,6,5,5,4,5,6,6,5,4,5,6,5,5,4,5,5,6,5,51.0,60.0,61.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.220",217,5,5,5,6,6,5,6,5,5,6,5,5,5,5,6,5,5,5,5,6,6,5,5,6,6,5,6,5,6,5,5,6,5,6,54.0,63.0,66.0,9.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0
